TS,Buffer,Freezing,QoE1,QoE2,Representation,Response,Server,ChunkID
1467034458.357254,19.46836805343628,0,4.9999536060530145,4.999907212106029,9,2.802057981491089,52.165.35.82,5
1467034460.685369,22.1402530670166,0,4.9999536060530145,4.999907212106029,9,2.327763080596924,52.165.35.82,6
1467034462.888742,24.936880111694336,0,4.9999536060530145,4.999907212106029,9,2.2031829357147217,52.165.35.82,7
1467034464.733184,28.092437982559204,0,4.824248892866024,4.648497785732047,8,1.8442721366882324,52.165.35.82,8
1467034469.280657,28.544965028762817,0,4.824248892866024,4.648497785732047,8,1.2880001068115234,52.165.35.82,9
1467034473.577643,29.247979164123535,0,4.9999536060530145,4.999907212106029,9,0.7482728958129883,52.165.35.82,10
1467034478.155892,29.669730186462402,0,4.9999536060530145,4.999907212106029,9,0.3257877826690674,52.165.35.82,11
1467034483.000843,29.82477903366089,0,4.9999536060530145,4.999907212106029,9,0.17030811309814453,52.165.35.82,12
1467034490.254334,27.571288108825684,0,4.9999536060530145,4.999907212106029,9,2.2684528827667236,52.165.35.82,13
1467034496.740489,26.08513307571411,0,4.9999536060530145,4.999907212106029,9,3.911983013153076,52.165.35.82,14
1467034503.631491,24.19413113594055,0,4.824248892866024,4.648497785732047,8,5.804448843002319,52.165.35.82,15
1467034505.428464,27.39715814590454,0,4.824248892866024,4.648497785732047,8,1.7967519760131836,52.165.35.82,16
1467034509.652283,28.173339128494263,0,4.824248892866024,4.648497785732047,8,1.69657301902771,52.165.35.82,17
1467034513.917985,28.907637119293213,0,4.824248892866024,4.648497785732047,8,1.0889508724212646,52.165.35.82,18
1467034518.699477,29.126145124435425,0,4.9999536060530145,4.999907212106029,9,0.8696539402008057,52.165.35.82,19
1467034524.013088,28.81253409385681,0,4.9999536060530145,4.999907212106029,9,1.1830570697784424,52.165.35.82,20
1467034528.934093,28.891529083251953,0,4.9999536060530145,4.999907212106029,9,0.9783749580383301,52.165.35.82,21
1467034533.751503,29.074119091033936,0,4.9999536060530145,4.999907212106029,9,0.9218928813934326,52.165.35.82,22
1467034540.705183,27.120439052581787,0,4.9999536060530145,4.999907212106029,9,2.8751981258392334,52.165.35.82,23
1467034546.658315,26.167307138442993,0,4.9999536060530145,4.999907212106029,9,3.8302559852600098,52.165.35.82,24
1467034554.771638,23.05398416519165,0,4.9999536060530145,4.999907212106029,9,6.7978808879852295,52.165.35.82,25
1467034557.39583,25.429792165756226,0,4.296191316158664,3.5923826323173285,6,2.6240499019622803,52.165.35.82,26
1467034559.818577,28.007045030593872,0,4.296191316158664,3.5923826323173285,6,1.9922599792480469,52.165.35.82,27
1467034567.87406,24.95156216621399,0,4.824248892866024,4.648497785732047,8,5.04514479637146,52.165.35.82,28
1467034570.84277,26.9828519821167,0,4.505260570525418,4.010521141050836,7,2.838060140609741,52.165.35.82,29
1467034577.436731,25.388890981674194,0,4.505260570525418,4.010521141050836,7,4.6088831424713135,52.165.35.82,30
1467034579.28166,28.543962001800537,0,4.296191316158664,3.5923826323173285,6,1.455322027206421,52.165.35.82,31
1467034585.798295,27.027327060699463,0,4.505260570525418,4.010521141050836,7,2.9689080715179443,52.165.35.82,32
1467034590.518264,27.307358026504517,0,4.824248892866024,4.648497785732047,8,2.5615689754486084,52.165.35.82,33
1467034593.800221,29.02540111541748,0,4.9999536060530145,4.999907212106029,9,0.9720978736877441,52.165.35.82,34
1467034601.134177,26.691445112228394,0,4.9999536060530145,4.999907212106029,9,3.3043129444122314,52.165.35.82,35
1467034612.782492,20.04313015937805,0,4.9999536060530145,4.999907212106029,9,9.95494294166565,52.165.35.82,36
1467034616.516679,21.308943033218384,0,4.505260570525418,4.010521141050836,7,3.5996949672698975,52.165.35.82,37
1467034619.204122,23.62150001525879,0,4.824248892866024,4.648497785732047,8,2.6873250007629395,52.165.35.82,38
1467034622.955568,24.870054006576538,0,4.9999536060530145,4.999907212106029,9,3.7513439655303955,52.165.35.82,39
1467034624.690678,28.134944200515747,0,4.824248892866024,4.648497785732047,8,1.7349679470062256,52.165.35.82,40
1467034632.850104,24.975517988204956,0,4.9999536060530145,4.999907212106029,9,3.8722281455993652,52.165.35.82,41
1467034638.278219,24.54740309715271,0,4.824248892866024,4.648497785732047,8,5.428008079528809,52.165.35.82,42
1467034641.687146,26.138476133346558,0,4.824248892866024,4.648497785732047,8,3.4088079929351807,52.165.35.82,43
1467034647.392445,25.43317699432373,0,4.824248892866024,4.648497785732047,8,4.565415143966675,52.165.35.82,44
1467034652.095917,25.729705095291138,0,4.505260570525418,4.010521141050836,7,4.106062889099121,52.165.35.82,45
1467034655.706199,27.119423151016235,0,4.505260570525418,4.010521141050836,7,2.8796019554138184,52.165.35.82,46
1467034660.084703,27.74091911315918,0,4.505260570525418,4.010521141050836,7,2.2566940784454346,52.165.35.82,47
1467034668.560841,24.26478099822998,0,4.505260570525418,4.010521141050836,7,5.732258081436157,52.165.35.82,48
1467034673.47119,24.354432106018066,0,4.824248892866024,4.648497785732047,8,4.726685047149658,52.165.35.82,49
1467034675.675933,27.149689197540283,0,4.824248892866024,4.648497785732047,8,2.204610824584961,52.165.35.82,50
1467034684.957471,22.86815118789673,0,4.9999536060530145,4.999907212106029,9,7.1294169425964355,52.165.35.82,51
1467034688.005508,24.820114135742188,0,4.505260570525418,4.010521141050836,7,3.0478789806365967,52.165.35.82,52
1467034692.557321,25.268301010131836,0,4.505260570525418,4.010521141050836,7,4.3779661655426025,52.165.35.82,53
1467034696.592245,26.23337697982788,0,4.296191316158664,3.5923826323173285,6,3.7661871910095215,52.165.35.82,54
1467034701.797177,26.02844500541687,0,4.505260570525418,4.010521141050836,7,3.969865083694458,52.165.35.82,55
1467034706.329526,26.49609613418579,0,4.505260570525418,4.010521141050836,7,3.5026538372039795,52.165.35.82,56
1467034709.860946,27.96467614173889,0,4.505260570525418,4.010521141050836,7,1.4620189666748047,52.165.35.82,57
1467034714.720607,28.10501503944397,0,4.505260570525418,4.010521141050836,7,1.8917591571807861,52.165.35.82,58
1467034719.226528,28.59909415245056,0,4.824248892866024,4.648497785732047,8,1.3976249694824219,52.165.35.82,59
1467034732.010321,20.815301179885864,0,4.9999536060530145,4.999907212106029,9,9.180899858474731,52.165.35.82,60
1467034736.885673,20.93994903564453,0,4.9999536060530145,4.999907212106029,9,4.700835943222046,52.165.35.82,61
1467034740.902352,21.923269987106323,0,4.505260570525418,4.010521141050836,7,4.016568183898926,52.165.35.82,62
1467034743.841542,23.98408007621765,0,4.505260570525418,4.010521141050836,7,2.9390769004821777,52.165.35.82,63
1467034748.499365,24.32625699043274,0,4.824248892866024,4.648497785732047,8,4.657698154449463,52.165.35.82,64
1467034752.828265,24.99735713005066,0,4.505260570525418,4.010521141050836,7,4.208893060684204,52.165.35.82,65
1467034754.343661,28.481961011886597,0,4.505260570525418,4.010521141050836,7,1.5152180194854736,52.165.35.82,66
