TS,Buffer,Freezing,QoE1,QoE2,Representation,Response,Server,ChunkID
1465538492.16,20.1032459736,0,4.99995360605,4.99990721211,9,2.87105298042,52.165.35.82,5
1465538494.29,22.9711120129,0,4.99995360605,4.99990721211,9,2.13196396828,52.165.35.82,6
1465538495.25,27.0166139603,0,4.99995360605,4.99990721211,9,0.95428609848,52.165.35.82,7
1465538498.45,28.8182089329,0,4.99995360605,4.99990721211,9,1.17968392372,52.165.35.82,8
1465538504.71,27.5530080795,0,4.99995360605,4.99990721211,9,2.25110292435,52.165.35.82,9
1465538509.54,27.729377985,0,4.99995360605,4.99990721211,9,2.26787304878,52.165.35.82,10
1465538513.29,28.9761989117,0,4.99995360605,4.99990721211,9,1.02099704742,52.165.35.82,11
1465538518.7,28.5653810501,0,4.99995360605,4.99990721211,9,1.43089580536,52.165.35.82,12
1465538525.37,26.8964309692,0,4.99995360605,4.99990721211,9,2.74786996841,52.165.35.82,13
1465538528.95,28.3167340755,0,4.99995360605,4.99990721211,9,1.68126177788,52.165.35.82,14
1465538537.29,24.9727320671,0,4.99995360605,4.99990721211,9,5.02424287796,52.165.35.82,15
1465538539.36,27.9088928699,0,4.99995360605,4.99990721211,9,2.0637140274,52.165.35.82,16
1465538544.89,27.3740320206,0,4.99995360605,4.99990721211,9,1.01973795891,52.165.35.82,17
1465538548.57,28.6909060478,0,4.99995360605,4.99990721211,9,1.30647492409,52.165.35.82,18
1465538553.58,28.6841170788,0,4.99995360605,4.99990721211,9,1.31212377548,52.165.35.82,19
1465538559.49,27.7731790543,0,4.99995360605,4.99990721211,9,2.22348093987,52.165.35.82,20
1465538564.88,27.384321928,0,4.99995360605,4.99990721211,9,2.23192000389,52.165.35.82,21
1465538570.42,26.8463580608,0,4.99995360605,4.99990721211,9,3.15167689323,52.165.35.82,22
1465538578.17,24.0982160568,0,4.99995360605,4.99990721211,9,5.9006459713,52.165.35.82,23
1465538581.78,25.4818270206,0,4.99995360605,4.99990721211,9,3.61626195908,52.165.35.82,24
1465538585.49,26.7796559334,0,4.99995360605,4.99990721211,9,2.78541707993,52.165.35.82,25
1465538590.14,27.1213569641,0,4.99995360605,4.99990721211,9,2.87675309181,52.165.35.82,26
1465538595.25,27.0120968819,0,4.99995360605,4.99990721211,9,2.98615098,52.165.35.82,27
1465538600.38,26.8862249851,0,4.99995360605,4.99990721211,9,3.11182594299,52.165.35.82,28
1465538604.99,27.2734210491,0,4.99995360605,4.99990721211,9,2.37348389626,52.165.35.82,29
1465538610.9,26.3637268543,0,4.99995360605,4.99990721211,9,3.6344101429,52.165.35.82,30
1465538614.06,28.2065320015,0,4.99995360605,4.99990721211,9,1.79265999794,52.165.35.82,31
1465538620.6,26.6673719883,0,4.99995360605,4.99990721211,9,3.32983398438,52.165.35.82,32
1465538626.98,25.2883799076,0,4.99995360605,4.99990721211,9,3.26111102104,52.165.35.82,33
1465538628.76,28.5044429302,0,4.99995360605,4.99990721211,9,1.49506306648,52.165.35.82,34
1465538636.25,26.0186588764,0,4.99995360605,4.99990721211,9,3.97754597664,52.165.35.82,35
1465538644.5,22.7621350288,0,4.99995360605,4.99990721211,9,7.23618197441,52.165.35.82,36
1465538649.36,22.9006929398,0,4.82424889287,4.64849778573,8,3.3191781044,52.165.35.82,37
1465538652.24,25.0251979828,0,4.82424889287,4.64849778573,8,2.87536406517,52.165.35.82,38
1465538655.54,26.7253088951,0,4.99995360605,4.99990721211,9,3.27442407608,52.165.35.82,39
1465538659.23,28.0356328487,0,4.99995360605,4.99990721211,9,1.96260118484,52.165.35.82,40
1465538665.91,26.357872963,0,4.99995360605,4.99990721211,9,3.16091895103,52.165.35.82,41
1465538672.13,25.1372108459,0,4.99995360605,4.99990721211,9,4.86165213585,52.165.35.82,42
1465538675.65,26.6181540489,0,4.99995360605,4.99990721211,9,3.38144302368,52.165.35.82,43
1465538679.48,27.7879738808,0,4.82424889287,4.64849778573,8,2.21007919312,52.165.35.82,44
1465538687.25,25.0190770626,0,4.99995360605,4.99990721211,9,4.57850193977,52.165.35.82,45
1465538691.33,25.9396219254,0,4.99995360605,4.99990721211,9,4.06003499031,52.165.35.82,46
1465538694.19,28.0767068863,0,4.50526057053,4.01052114105,7,1.92253303528,52.165.35.82,47
1465538703.88,23.384100914,0,4.82424889287,4.64849778573,8,6.61314201355,52.165.35.82,48
1465538708.07,24.19520998,0,4.82424889287,4.64849778573,8,3.76092505455,52.165.35.82,49
1465538711.38,25.8847289085,0,4.82424889287,4.64849778573,8,3.3102850914,52.165.35.82,50
1465538715.45,26.8198270798,0,4.82424889287,4.64849778573,8,3.17862677574,52.165.35.82,51
1465538720.34,26.9274630547,0,4.82424889287,4.64849778573,8,3.07084679604,52.165.35.82,52
1465538725.53,26.7343280315,0,4.82424889287,4.64849778573,8,2.91065192223,52.165.35.82,53
1465538730.74,26.5263500214,0,4.82424889287,4.64849778573,8,3.47162795067,52.165.35.82,54
1465538735.71,26.5533468723,0,4.99995360605,4.99990721211,9,3.44493508339,52.165.35.82,55
1465538741.76,25.5036649704,0,4.99995360605,4.99990721211,9,4.4953110218,52.165.35.82,56
1465538743.82,28.4415540695,0,4.82424889287,4.64849778573,8,1.14010000229,52.165.35.82,57
1465538749.5,27.7665150166,0,4.82424889287,4.64849778573,8,2.23075985909,52.165.35.82,58
1465538755.69,26.5787470341,0,4.82424889287,4.64849778573,8,3.41823196411,52.165.35.82,59
1465538765.44,21.8272528648,0,4.50526057053,4.01052114105,7,8.17180299759,52.165.35.82,60
1465538770.03,22.2359449863,0,4.82424889287,4.64849778573,8,3.39829206467,52.165.35.82,61
1465538773.86,23.403512001,0,4.82424889287,4.64849778573,8,3.83230185509,52.165.35.82,62
1465538777.76,24.510133028,0,4.82424889287,4.64849778573,8,3.89322495461,52.165.35.82,63
1465538781.42,25.8492388725,0,4.82424889287,4.64849778573,8,3.66076898575,52.165.35.82,64
1465538785.51,26.7528679371,0,4.82424889287,4.64849778573,8,2.87480592728,52.165.35.82,65
1465538789.31,27.9523260593,0,4.82424889287,4.64849778573,8,2.04578781128,52.165.35.82,66
